District,Crop,Area,Production,Yield,NDVI,NDWI,EVI,SAVI,SMAI,Precipitation,CQI,District_Encoded,Crop_Encoded,NDVI_NDWI_Ratio,EVI_SAVI_Ratio,Vegetation_Index,Water_Veg_Interaction,Precip_NDVI,Quality_NDVI,Quality_Precip,Log_Area
Cuddalore,Cotton,6122,8755.0,1.4300882064684743,0.3406753963239198,0.4153359789367604,3.408492243394948,0.5108454079153911,0.0891100858591408,177.53194657710864,0.4164154092576305,4,1,0.8182703719095747,6.659222082848846,1.4200043492114196,0.14149474923186406,60.480766260313445,0.14186248458423054,73.92703819021048,8.719807451477955
Cuddalore,Groundnut,11747,68349.0,5.818421724695667,0.3406753963239198,0.4153359789367604,3.408492243394948,0.5108454079153911,0.0891100858591408,177.53194657710864,0.2982370808468251,4,4,0.8182703719095747,6.659222082848846,1.4200043492114196,0.14149474923186406,60.480766260313445,0.10160203571598105,52.94660950421138,9.37143829231851
Cuddalore,Gingelly,3025,2025.0,0.6694214876033058,0.3406753963239198,0.4153359789367604,3.408492243394948,0.5108454079153911,0.0891100858591408,177.53194657710864,0.3271787038600284,4,3,0.8182703719095747,6.659222082848846,1.4200043492114196,0.14149474923186406,60.480766260313445,0.11146173460626156,58.08467217484621,8.0149968943483
Kallakurichi,Paddy,60020,234359.0,3.904681772742419,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.1229757152488446,8,6,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.012821396041571008,16.983977478745423,11.002449779968526
Kallakurichi,Cholam,18,15.0,0.8333333333333334,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.5674348730290781,8,0,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.0591605197837849,78.36751414439264,2.9444389791664403
Kallakurichi,Cumbu,10408,17472.0,1.6787086856264413,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.5579641134177005,8,2,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.058173102393723176,77.05952282577528,9.250426095515468
Kallakurichi,Ragi,114,358.0,3.1403508771929824,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.4122082992697804,8,7,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.04297666287905518,56.92942266839697,4.74493212836325
Kallakurichi,Maize,25427,200369.0,7.880166751877925,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.4428327897415875,8,5,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.04616955929861104,61.15892160173301,10.1436062080563
Kallakurichi,Sugarcane,25731,2885636.0,112.14628269402667,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.3498315128769093,8,8,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.03647328552097153,48.31466541206142,10.15549063253089
Kallakurichi,Cotton,5203,7425.0,1.427061310782241,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.5387532909376148,8,1,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.05617019016993103,74.40634715048262,8.557182839632397
Kallakurichi,Groundnut,6833,17716.0,2.592711839601932,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.3653284100088967,8,4,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.038088985459310075,50.45491685396212,8.829665432675236
Kallakurichi,Gingelly,4846,3585.0,0.7397853900123813,0.1042595769061117,0.0882645923627456,3.36716101339554,0.1563660877203368,0.0463738551119465,138.10838541884385,0.413356506633376,8,3,1.1679835660082423,21.396992593343818,1.2092622260073296,0.009202429055530275,14.399121830954867,0.04309637449298414,57.08799973350917,8.486115235845377
Vellore,Paddy,9758,36653.0,3.7562000409920064,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.1141811387866203,34,6,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.015107222516913685,15.346431520398616,9.18594521514146
Vellore,Cholam,2653,3283.0,1.237467018469657,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.5386825297064742,34,0,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.07127268941902759,72.40122704350017,7.8838232148921525
Vellore,Cumbu,245,898.0,3.6653061224489796,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.5297911393061063,34,2,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.07009627609288158,71.20618629202042,5.5053315359323625
Vellore,Ragi,1132,5239.0,4.6280918727915195,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.3868772788914361,34,7,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.051187448304166605,51.99795456936972,7.0326242610280065
Vellore,Maize,449,3170.0,7.060133630289532,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.4175943715662087,34,5,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.055251604250076886,56.1264626946922,6.1092475827643655
Vellore,Sugarcane,1293,148427.0,114.79273008507347,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.3288145249058361,34,8,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.043505208017138905,44.19407305798497,7.165493475060845
Vellore,Cotton,50,153.0,3.06,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.5103463454297337,34,1,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.06752354971260917,68.59272315070704,3.9318256327243257
Vellore,Groundnut,15461,42627.0,2.7570661664834097,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.343079038812403,34,4,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.0453925353636005,46.111284500831026,9.64614067988042
Vellore,Gingelly,18,9.0,0.5,0.1323092647126755,0.1082060763975282,2.333019471654272,0.1984285373524484,0.0591283048167075,134.40426048892152,0.3880500345228286,34,3,1.2115558866069676,11.69852370491564,0.8879190912397986,0.014316666405600548,17.782928879540112,0.0513426147394438,52.155577922741244,2.9444389791664403
Ranipet,Paddy,43603,179239.0,4.110703391968443,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.1146633682510755,20,6,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.018076995685894905,5.7875903889163425,10.68290416824825
Ranipet,Cholam,33,27.0,0.8181818181818182,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.5373940797933434,20,0,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.08472165618559364,27.124764069917543,3.5263605246161616
Ranipet,Cumbu,83,208.0,2.5060240963855422,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.5293634703638569,20,2,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.08345560849986666,26.719422079182838,4.430816798843313
Ranipet,Ragi,804,3077.0,3.8271144278606966,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.3865410524634366,20,7,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.06093926111173069,19.510514249506272,6.690842277418564
Ranipet,Maize,2,14.0,7.0,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.4170049962347322,20,5,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.06574198571792932,21.04817035422814,1.0986122886681096
Ranipet,Sugarcane,1393,133552.0,95.87365398420675,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.3305070847553615,20,8,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.052105351834755065,16.682220803163503,7.2399325913204695
Ranipet,Cotton,34,63.0,1.8529411764705883,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.5093998274359889,20,1,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.08030828523014026,25.711764710492183,3.5553480614894135
Ranipet,Groundnut,9995,29792.0,2.980690345172586,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.3432201633141297,20,4,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.05410960367007597,17.32390866217662,9.209940291954844
Ranipet,Gingelly,133,70.0,0.5263157894736842,0.1576527531121549,0.1506660734992651,7.196401904016525,0.2364325324235347,0.0582008698806889,50.47462391165242,0.38765709923017,20,3,1.0394727672099904,30.309249665835623,2.5301623965174045,0.02375292128775743,7.9574634219726095,0.061115208957108126,19.566846290324953,4.897839799950911
Tirupathur,Paddy,9723,42420.0,4.362850971922247,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.1160885399338249,30,6,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.01557013221421772,17.896411531135552,9.182352335436015
Tirupathur,Cholam,2735,3450.0,1.2614259597806217,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.582840948139299,30,0,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.07817232112284261,89.85177581735526,7.914252278742441
Tirupathur,Cumbu,1415,4788.0,3.3837455830388694,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.5722822822439473,30,2,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.07675616217993497,88.22403349075958,7.255591274253665
Tirupathur,Ragi,3347,11806.0,3.5273379145503436,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.4140066058749253,30,7,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.055527768673003124,63.82397952088866,8.116118431609365
Tirupathur,Maize,1097,7944.0,7.241567912488605,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.440692392370425,30,5,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.059106943880238634,67.93790685107751,7.001245622069476
Tirupathur,Sugarcane,758,84066.0,110.90501319261213,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.3455365111884155,30,8,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.04634436066738364,53.26851045577589,6.6320017773956295
Tirupathur,Cotton,3441,8349.0,2.4263295553618134,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.5488121691154356,30,1,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.07360828242624107,84.60583996821562,8.143807976771484
Tirupathur,Groundnut,13191,29560.0,2.240921840648927,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.3642027517064887,30,4,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.04884793107127072,56.14613060881616,9.487365864239434
Tirupathur,Gingelly,23,11.0,0.4782608695652174,0.134122905009343,0.0925766394685762,5.670917911467555,0.2011436266743074,0.0593521772001922,154.16174190266517,0.4148236362991309,30,3,1.4332947386338082,28.053904071902814,2.0020614810504016,0.01241664782152804,20.676620665286016,0.055637351166978585,63.94993435427166,3.1780538303479458
Tiruvannamalai,Paddy,170693,646058.0,3.7849120936418013,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.1157820739466342,32,6,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.011511203348625428,10.669156754264826,12.047627758779893
Tiruvannamalai,Cholam,22,17.0,0.7727272727272727,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.5534666617424422,32,0,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.055026370428799404,51.001181539652684,3.1354942159291497
Tiruvannamalai,Cumbu,2218,4450.0,2.006311992786294,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.5447340423173531,32,2,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.05415816212554609,50.19648282986315,7.704811922932594
Tiruvannamalai,Ragi,2323,7353.0,3.165303486870426,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.3979168211437952,32,7,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.03956140435121301,36.66748051083193,7.751045117971802
Tiruvannamalai,Maize,2635,17529.0,6.652371916508539,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.4278518197585709,32,5,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.04253758058082805,39.42594891421319,7.877017895622398
Tiruvannamalai,Sugarcane,17699,1719352.0,97.14401943612633,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.3380476620460687,32,8,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.033609135220131585,31.15062093674902,9.78131991856192
Tiruvannamalai,Cotton,2184,3942.0,1.804945054945055,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.5242086167392077,32,1,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.05211749780167147,48.30509346813721,7.68937110752969
Tiruvannamalai,Groundnut,68044,154833.0,2.2754835106695666,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.3523858462824601,32,4,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.03503465601768813,32.47186463169353,11.127924529994418
Tiruvannamalai,Gingelly,925,664.0,0.7178378378378378,0.0994212917098991,0.0788439217328369,11.547591322641916,0.1491070420439362,0.0473677730744977,92.14860634801212,0.398959172681724,32,3,1.2451954958145643,76.92904453651111,3.9320398854652496,0.007838764542152831,9.161533472386374,0.03966503628752969,36.76353175237678,6.8308742346461795
Salem,Paddy,24299,99983.0,4.114696078027903,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.1139642035530793,21,6,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.017545539631979225,16.33018302181945,10.09823162932864
Salem,Cholam,55801,39067.0,0.7001129012024874,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.5389250412016093,21,0,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.08297105910686092,77.22376222955732,10.929564990020989
Salem,Cumbu,616,1640.0,2.6623376623376624,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.530071196214718,21,2,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.08160795136539763,75.95507518068577,6.424869023905388
Salem,Ragi,6019,22336.0,3.7109154344575512,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.3869283688143631,21,7,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.05957017044047115,55.44382255196201,8.702842538302868
Salem,Maize,48293,396992.0,8.220487441244073,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.4175808696678268,21,5,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.06428932480452754,59.83608725796156,10.78506260832179
Salem,Sugarcane,5828,698179.0,119.79735758407686,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.3287603187339198,21,8,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.05061481607320243,47.10879388312582,8.67060073804555
Salem,Cotton,10083,20641.0,2.047108995338689,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.5105261724681603,21,1,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.0785988662486532,73.1544254591402,9.21870528830781
Salem,Groundnut,22633,45495.0,2.010117969336809,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.3430622210474572,21,4,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.052816688117506165,49.158145127277415,10.027208479525887
Salem,Gingelly,1521,1000.0,0.6574621959237343,0.1539565853571496,0.112967656484869,0.9998506774026806,0.2308955329984954,0.0753717691144506,143.29221380653618,0.3880636313677792,21,3,1.350879627656376,4.311642680107891,0.4615675985861085,0.01739211464820989,22.060779945920917,0.05974495158667894,55.60649683649266,7.3277805384216315
Namakkal,Paddy,10444,53652.0,5.137112217541172,0.1169966768222443,0.0780543197348365,0.7348528190463396,0.1754668695925022,0.0545933609252053,211.84828219862663,0.0813007422178669,16,6,1.479952989471971,4.164253725037814,0.34243878848702863,0.009132096020596791,24.78554500774033,0.009511916662672367,17.223422580328464,9.253878673990666
Namakkal,Cholam,69479,32849.0,0.47279033952705135,0.1169966768222443,0.0780543197348365,0.7348528190463396,0.1754668695925022,0.0545933609252053,211.84828219862663,0.4859674791416598,16,0,1.479952989471971,4.164253725037814,0.34243878848702863,0.009132096020596791,24.78554500774033,0.05685658010325751,102.95137566055755,11.148794220355041
Namakkal,Cumbu,117,283.0,2.4188034188034186,0.1169966768222443,0.0780543197348365,0.7348528190463396,0.1754668695925022,0.0545933609252053,211.84828219862663,0.4789346766740205,16,2,1.479952989471971,4.164253725037814,0.34243878848702863,0.009132096020596791,24.78554500774033,0.05603376558579644,101.4614885387459,4.770684624465665
Namakkal,Ragi,399,1175.0,2.944862155388471,0.1169966768222443,0.0780543197348365,0.7348528190463396,0.1754668695925022,0.0545933609252053,211.84828219862663,0.3323222728915372,16,7,1.479952989471971,4.164253725037814,0.34243878848702863,0.009132096020596791,24.78554500774033,0.038880601562324854,70.40190264841539,5.991464547107982
